store,movement_id,voucher_no,voucher_date,movement_type,account_id,label_no,category,purity,gross_weight,net_weight,stone_weight,fine_weight,value,gold_rate_used,created_at
STORE_2,1,STORE_2_V10000,2025-08-01,SALE,58,LBL00163,BANGLE,750,15.858,15.471,0.01,11.603,69951.27,5381.32,2025-08-01
STORE_2,2,STORE_2_V10001,2025-08-01,SALE,90,LBL00108,BRACELET,916,19.386,19.054,0.0,17.453,97736.34,5379.54,2025-08-01
STORE_2,3,STORE_2_V10002,2025-08-01,SALE,87,LBL00049,PENDANT,585,6.684,6.334,0.0,3.705,21342.4,5485.11,2025-08-01
STORE_2,4,STORE_2_V10003,2025-08-01,SALE,65,LBL00079,CHAIN,750,11.636,11.143,0.0,8.357,50661.51,5688.97,2025-08-01
STORE_2,5,STORE_2_V10004,2025-08-02,SALE,46,LBL00091,RING,585,10.493,9.994,0.026,5.846,35190.74,5772.03,2025-08-02
STORE_2,6,STORE_2_V10005,2025-08-02,SALE,59,LBL00046,RING,916,7.374,7.111,0.0,6.514,37005.65,5341.3,2025-08-02
STORE_2,7,STORE_2_V10006,2025-08-02,SALE,109,LBL00073,BRACELET,585,7.561,7.162,0.032,4.19,27206.65,5727.0,2025-08-02
STORE_2,8,STORE_2_V10007,2025-08-02,SALE,110,LBL00232,PENDANT,750,8.258,8.189,0.0,6.142,35313.22,5299.23,2025-08-02
STORE_2,9,STORE_2_V10008,2025-08-02,SALE,120,LBL00158,NECKLACE,916,54.183,53.93,0.037,49.4,301568.05,5671.04,2025-08-02
STORE_2,10,STORE_2_V10009,2025-08-02,SALE,57,LBL00163,BANGLE,750,14.607,14.3,0.0,10.725,65146.38,5833.97,2025-08-02
STORE_2,11,STORE_2_V10010,2025-08-02,SALE,59,LBL00199,BRACELET,750,24.687,24.352,0.0,18.264,104856.61,5560.75,2025-08-02
STORE_2,12,STORE_2_V10011,2025-08-02,SALE,102,LBL00248,EARRING,750,7.473,6.924,0.045,5.193,33110.17,5686.07,2025-08-02
STORE_2,13,STORE_2_V10012,2025-08-03,SALE,48,LBL00002,RING,750,7.325,6.854,0.028,5.141,31912.91,5853.92,2025-08-03
STORE_2,14,STORE_2_V10013,2025-08-03,SALE,116,LBL00215,BANGLE,916,15.67,15.191,0.034,13.915,81325.29,5227.97,2025-08-03
STORE_2,15,STORE_2_V10014,2025-08-03,SALE,2,LBL00009,BANGLE,916,14.004,13.979,0.017,12.805,78657.28,5596.06,2025-08-03
STORE_2,16,STORE_2_V10015,2025-08-03,SALE,43,LBL00082,CHAIN,916,24.976,24.865,0.099,22.776,138855.02,5397.91,2025-08-03
STORE_2,17,STORE_2_V10016,2025-08-03,SALE,79,LBL00050,BANGLE,916,19.166,18.776,0.0,17.199,100159.98,5638.17,2025-08-03
STORE_2,18,STORE_2_V10017,2025-08-03,SALE,50,LBL00163,BANGLE,750,15.337,14.75,0.0,11.062,62477.07,5452.46,2025-08-03
STORE_2,19,STORE_2_V10018,2025-08-03,SALE,13,LBL00060,CHAIN,585,16.918,16.489,0.0,9.646,60144.79,5676.48,2025-08-03
STORE_2,20,STORE_2_V10019,2025-08-03,SALE,98,LBL00216,NECKLACE,916,49.958,49.578,0.017,45.413,255367.85,5338.72,2025-08-03
STORE_2,21,STORE_2_V10020,2025-08-04,SALE,4,LBL00024,BRACELET,916,25.629,25.361,0.015,23.231,141664.03,5666.94,2025-08-04
STORE_2,22,STORE_2_V10021,2025-08-04,SALE,11,LBL00249,BANGLE,916,18.17,17.823,0.0,16.326,92503.17,5318.34,2025-08-04
STORE_2,23,STORE_2_V10022,2025-08-04,SALE,100,LBL00162,BANGLE,585,39.169,38.948,0.0,22.785,127495.06,5383.55,2025-08-04
STORE_2,24,STORE_2_V10023,2025-08-05,SALE,100,LBL00186,BANGLE,916,17.418,16.932,0.039,15.51,93132.05,5696.37,2025-08-05
STORE_2,25,STORE_2_V10024,2025-08-05,SALE,19,LBL00240,CHAIN,750,16.462,16.082,0.087,12.062,72497.61,5304.32,2025-08-05
STORE_2,26,STORE_2_V10025,2025-08-05,SALE,14,LBL00032,PENDANT,585,3.654,3.56,0.018,2.083,12057.05,5291.34,2025-08-05
STORE_2,27,STORE_2_V10026,2025-08-05,SALE,117,LBL00093,EARRING,750,13.848,13.343,0.005,10.007,61611.33,5793.74,2025-08-05
STORE_2,28,STORE_2_V10027,2025-08-05,SALE,81,LBL00125,BRACELET,916,30.646,30.591,0.019,28.021,169900.24,5449.21,2025-08-05
STORE_2,29,STORE_2_V10028,2025-08-06,SALE,39,LBL00047,CHAIN,585,52.833,52.817,0.0,30.898,193886.91,5676.32,2025-08-06
STORE_2,30,STORE_2_V10029,2025-08-06,SALE,44,LBL00031,NECKLACE,916,38.333,37.737,0.05,34.567,200198.3,5653.99,2025-08-06
STORE_2,31,STORE_2_V10030,2025-08-06,SALE,95,LBL00134,BANGLE,916,43.611,43.451,0.0,39.801,213458.28,5246.13,2025-08-06
STORE_2,32,STORE_2_V10031,2025-08-06,SALE,98,LBL00132,EARRING,750,11.601,11.501,0.002,8.626,48887.17,5380.12,2025-08-06
STORE_2,33,STORE_2_V10032,2025-08-07,SALE,94,LBL00022,RING,750,4.393,3.975,0.0,2.981,18516.78,5569.33,2025-08-07
STORE_2,34,STORE_2_V10033,2025-08-07,SALE,91,LBL00090,BANGLE,916,30.35,30.015,0.009,27.494,169843.77,5803.44,2025-08-07
STORE_2,35,STORE_2_V10034,2025-08-07,SALE,52,LBL00243,RING,750,9.405,8.851,0.003,6.638,42115.23,5716.25,2025-08-07
STORE_2,36,STORE_2_V10035,2025-08-07,SALE,51,LBL00072,BANGLE,585,2.315,2.244,0.031,1.313,8948.46,5792.78,2025-08-07
STORE_2,37,STORE_2_V10036,2025-08-07,SALE,56,LBL00125,BRACELET,916,31.242,30.711,0.03,28.131,160807.19,5419.25,2025-08-07
STORE_2,38,STORE_2_V10037,2025-08-08,SALE,50,LBL00156,NECKLACE,585,50.004,49.741,0.035,29.098,188644.64,5866.99,2025-08-08
STORE_2,39,STORE_2_V10038,2025-08-08,SALE,22,LBL00116,CHAIN,750,48.8,48.265,0.025,36.199,216178.7,5518.01,2025-08-08
STORE_2,40,STORE_2_V10039,2025-08-08,SALE,83,LBL00225,BANGLE,916,42.565,41.994,0.035,38.467,210005.64,5246.41,2025-08-08
STORE_2,41,STORE_2_V10040,2025-08-09,SALE,102,LBL00110,EARRING,750,13.638,13.518,0.0,10.139,61041.22,5694.72,2025-08-09
STORE_2,42,STORE_2_V10041,2025-08-09,SALE,41,LBL00200,CHAIN,916,21.331,21.249,0.014,19.464,116505.69,5737.51,2025-08-09
STORE_2,43,STORE_2_V10042,2025-08-09,SALE,102,LBL00146,BANGLE,916,3.174,2.974,0.0,2.724,16185.32,5500.7,2025-08-09
STORE_2,44,STORE_2_V10043,2025-08-09,SALE,28,LBL00135,PENDANT,916,11.007,10.936,0.014,10.017,65281.65,5901.58,2025-08-09
STORE_2,45,STORE_2_V10044,2025-08-09,SALE,10,LBL00172,PENDANT,916,8.208,7.859,0.034,7.199,44403.76,5536.17,2025-08-09
STORE_2,46,STORE_2_V10045,2025-08-09,SALE,26,LBL00051,PENDANT,916,5.054,5.015,0.025,4.594,29324.66,5933.04,2025-08-09
STORE_2,47,STORE_2_V10046,2025-08-09,SALE,58,LBL00032,PENDANT,585,3.441,3.33,0.012,1.948,10920.09,5394.04,2025-08-09
STORE_2,48,STORE_2_V10047,2025-08-10,SALE,101,LBL00165,BANGLE,916,30.723,30.208,0.0,27.671,165853.25,5428.32,2025-08-10
STORE_2,49,STORE_2_V10048,2025-08-10,SALE,5,LBL00104,EARRING,916,13.462,12.923,0.004,11.837,69178.87,5686.01,2025-08-10
STORE_2,50,STORE_2_V10049,2025-08-11,SALE,103,LBL00213,PENDANT,585,5.854,5.599,0.005,3.275,20084.99,5763.89,2025-08-11
STORE_2,51,STORE_2_V10050,2025-08-11,SALE,100,LBL00143,EARRING,916,7.597,7.402,0.005,6.78,41312.84,5438.39,2025-08-11
STORE_2,52,STORE_2_V10051,2025-08-11,SALE,109,LBL00127,BRACELET,916,10.039,9.651,0.0,8.84,53693.64,5895.46,2025-08-11
STORE_2,53,STORE_2_V10052,2025-08-12,SALE,106,LBL00013,RING,750,9.822,9.806,0.0,7.354,46923.94,5840.89,2025-08-12
STORE_2,54,STORE_2_V10053,2025-08-12,SALE,22,LBL00058,BANGLE,750,10.274,10.212,0.016,7.659,44082.48,5609.35,2025-08-12
STORE_2,55,STORE_2_V10054,2025-08-12,SALE,112,LBL00177,PENDANT,916,8.922,8.881,0.0,8.135,49335.08,5902.21,2025-08-12
STORE_2,56,STORE_2_V10055,2025-08-12,SALE,89,LBL00085,CHAIN,916,50.128,49.756,0.013,45.576,252111.1,5346.79,2025-08-12
STORE_2,57,STORE_2_V10056,2025-08-12,SALE,16,LBL00118,EARRING,750,11.14,11.055,0.0,8.291,54247.47,5859.78,2025-08-12
STORE_2,58,STORE_2_V10057,2025-08-13,SALE,58,LBL00164,BANGLE,585,15.256,14.852,0.053,8.688,53998.48,5638.19,2025-08-13
STORE_2,59,STORE_2_V10058,2025-08-13,SALE,36,LBL00250,CHAIN,916,21.05,20.85,0.011,19.099,108690.73,5413.63,2025-08-13
STORE_2,60,STORE_2_V10059,2025-08-13,SALE,46,LBL00022,RING,750,4.6,4.26,0.0,3.195,19119.32,5750.72,2025-08-13
